original_species,location_name,provenance_latitude,provenance_longitude,growth_site_lat,growth_site_lon,growing_conditions,reference,original_duration,original_recovery,original_term,HT_type,static_dynamic,duration_category,recovery_category,method,HT_standardized,full_ht_method,comments,Family,HT,Agriculture_sp,Notes_on_ag_status,updated_species,wcvp_authors
Eriodictyon californicum,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Boraginaceae,45,N,NA,Eriodictyon californicum,(Hook. & Arn.) Decne.
Eriodictyon californicum,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Boraginaceae,52.3,N,NA,Eriodictyon californicum,(Hook. & Arn.) Decne.
Eriodictyon californicum,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Boraginaceae,48,N,NA,Eriodictyon californicum,(Hook. & Arn.) Decne.
Eriogonum fasciculatum,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Polygonaceae,50.8,N,NA,Eriogonum fasciculatum,Benth.
Eriogonum fasciculatum,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Polygonaceae,57.5,N,NA,Eriogonum fasciculatum,Benth.
Eriogonum fasciculatum,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Polygonaceae,53.2,N,NA,Eriogonum fasciculatum,Benth.
Eriogonum latifolium,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Polygonaceae,53.1,N,NA,Eriogonum latifolium,Sm.
Eriogonum latifolium,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Polygonaceae,51.4,N,NA,Eriogonum latifolium,Sm.
Frangula californica,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Rhamnaceae,53.8,N,NA,Frangula californica,(Eschsch.) A.Gray
Frangula californica,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Rhamnaceae,49.3,N,NA,Frangula californica,(Eschsch.) A.Gray
Frangula californica,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Rhamnaceae,59.1,N,NA,Frangula californica,(Eschsch.) A.Gray
Hazardia squarrosa var. squarrosa,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Asteraceae,55.7,N,NA,Hazardia squarrosa var. squarrosa,NA
Hazardia squarrosa var. squarrosa,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Asteraceae,52.8,N,NA,Hazardia squarrosa var. squarrosa,NA
Hazardia squarrosa var. squarrosa,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Asteraceae,50.8,N,NA,Hazardia squarrosa var. squarrosa,NA
Heteromeles arbutifolia,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Rosaceae,51.5,N,NA,Heteromeles arbutifolia,(Lindl.) M.Roem.
Heteromeles arbutifolia,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Rosaceae,50,N,NA,Heteromeles arbutifolia,(Lindl.) M.Roem.
Heteromeles arbutifolia,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Rosaceae,56.5,N,NA,Heteromeles arbutifolia,(Lindl.) M.Roem.
Isocoma acradenia,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Asteraceae,53.2,N,NA,Isocoma acradenia,(Greene) Greene
Isocoma acradenia,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Asteraceae,49.9,N,NA,Isocoma acradenia,(Greene) Greene
Isocoma acradenia,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Asteraceae,56.4,N,NA,Isocoma acradenia,(Greene) Greene
Isocoma menziesii,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Asteraceae,49.8,N,NA,Isocoma menziesii,(Hook. & Arn.) G.L.Nesom
Isocoma menziesii,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Asteraceae,47.6,N,NA,Isocoma menziesii,(Hook. & Arn.) G.L.Nesom
Isocoma menziesii,"Sedgwick Reserve, Santa Ynez, CA, USA, Sedgwick Reserve, Santa Ynez, CA, USA",34.69233,-120.04,34.69233,-120.04,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Asteraceae,52.9,N,NA,Isocoma menziesii,(Hook. & Arn.) G.L.Nesom
Larrea tridentata,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Zygophyllaceae,53.7,N,NA,Larrea tridentata,(DC.) Coville
Larrea tridentata,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Zygophyllaceae,63.2,N,NA,Larrea tridentata,(DC.) Coville
Larrea tridentata,"Desert Studies Center,  Desert Studies Center",35.18317,-116.067,35.18317,-116.067,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Zygophyllaceae,71.5,N,NA,Larrea tridentata,(DC.) Coville
Lepechinia calycina,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Lamiaceae,46.6,N,NA,Lepechinia calycina,(Benth.) Epling
Lepechinia calycina,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Lamiaceae,45.1,N,NA,Lepechinia calycina,(Benth.) Epling
Lepechinia calycina,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Lamiaceae,52.7,N,NA,Lepechinia calycina,(Benth.) Epling
Lonicera hispidula,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Caprifoliaceae,54.4,N,NA,Lonicera hispidula,(Lindl.) F.Dietr.
Lonicera hispidula,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Caprifoliaceae,58.3,N,NA,Lonicera hispidula,(Lindl.) F.Dietr.
Lonicera hispidula,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Caprifoliaceae,50.9,N,NA,Lonicera hispidula,(Lindl.) F.Dietr.
Lotus scoparius,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Fabaceae,44.2,N,NA,Lotus scoparius,(Torr. & A.Gray) Ottley
Lotus scoparius,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Fabaceae,47.5,N,NA,Lotus scoparius,(Torr. & A.Gray) Ottley
Lotus scoparius,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Fabaceae,53.2,N,NA,Lotus scoparius,(Torr. & A.Gray) Ottley
Marah fabaceus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Cucurbitaceae,53.1,N,NA,Marah fabacea,(Naudin) Greene
Marah fabaceus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Cucurbitaceae,46.5,N,NA,Marah fabacea,(Naudin) Greene
Marah fabaceus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Cucurbitaceae,42.7,N,NA,Marah fabacea,(Naudin) Greene
Mimulus aurantiacus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Phrymaceae,50.2,N,NA,Mimulus aurantiacus,Renjifo
Mimulus aurantiacus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Phrymaceae,46.9,N,NA,Mimulus aurantiacus,Renjifo
Mimulus aurantiacus,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Phrymaceae,44.5,N,NA,Mimulus aurantiacus,Renjifo
Prunus ilicifolia,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,T50,T50,dynamic,(0-5],[0-1],fo-rise,T50,(0-5]  [0-1]  T50  fo-rise,NA,Rosaceae,55.3,N,NA,Prunus ilicifolia,(Nutt. ex Hook. & Arn.) D.Dietr.
Prunus ilicifolia,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Rosaceae,52.5,N,NA,Prunus ilicifolia,(Nutt. ex Hook. & Arn.) D.Dietr.
Prunus ilicifolia,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Rosaceae,60.8,N,NA,Prunus ilicifolia,(Nutt. ex Hook. & Arn.) D.Dietr.
Quercus agrifolia,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,Tmax,Tmax,dynamic,(0-5],[0-1],fo-rise,Tmax,(0-5]  [0-1]  Tmax  fo-rise,NA,Fagaceae,62.4,N,NA,Quercus agrifolia,Née
Quercus agrifolia,"Jasper Ridge Biological Preserve, Jasper Ridge Biological Preserve",37.40267,-122.244,37.40267,-122.244,in situ,"Knight CA, Ackerly DD. 2002. An ecological and evolutionary analysis of photosynthetic thermotolerance using the temperature-dependent increase in fluorescence. Oecologia 130: 505-514",1,0,TS20,Tcrit,dynamic,(0-5],[0-1],fo-rise,Tcrit,(0-5]  [0-1]  Tcrit  fo-rise,NA,Fagaceae,50.6,N,NA,Quercus agrifolia,Née
